ETABLISSEMENT_ID,NBRE_ENTREPRISE,CATEGORIE-0,CATEGORIE-1,CATEGORIE-2,CATEGORIE-3,CATEGORIE-4,CATEGORIE-5,CATEGORIE-6,CATEGORIE-7,CATEGORIE-8,CODGEO
et1509,60,35,18,4,3,0,0,0,0,0,2093
et1510,31,20,6,3,2,0,0,0,0,0,2094
et1511,230,125,81,12,2,9,0,1,0,0,2095
et1512,5,3,2,0,0,0,0,0,0,0,2096
et1513,9,5,3,1,0,0,0,0,0,0,2097
et1514,12,10,2,0,0,0,0,0,0,0,2098
et1515,10,8,2,0,0,0,0,0,0,0,2099
et1516,3,2,1,0,0,0,0,0,0,0,2100
et1517,4,4,0,0,0,0,0,0,0,0,2101
et1518,10,7,3,0,0,0,0,0,0,0,2102
et1519,54,30,18,2,1,1,0,0,2,0,2103
et1520,4,3,1,0,0,0,0,0,0,0,2104
et1521,10,10,0,0,0,0,0,0,0,0,2105
et1522,43,29,11,1,1,0,1,0,0,0,2106
et1523,4,4,0,0,0,0,0,0,0,0,2107
et1524,3,3,0,0,0,0,0,0,0,0,2108
et1525,15,7,6,1,1,0,0,0,0,0,2109
et1526,130,78,34,7,7,2,2,0,0,0,2110
et1527,21,15,4,2,0,0,0,0,0,0,2111
et1528,17,13,3,0,0,0,1,0,0,0,2112
et1529,71,39,16,6,3,5,2,0,0,0,2114
et1530,2,2,0,0,0,0,0,0,0,0,2115
et1531,5,5,0,0,0,0,0,0,0,0,2116
et1532,2,1,1,0,0,0,0,0,0,0,2117
et1533,3,3,0,0,0,0,0,0,0,0,2118
et1534,13,11,1,1,0,0,0,0,0,0,2119
et1535,12,8,2,1,1,0,0,0,0,0,2120
et1536,12,7,5,0,0,0,0,0,0,0,2121
et1537,4,3,1,0,0,0,0,0,0,0,2122
et1538,17,15,2,0,0,0,0,0,0,0,2123
et1539,19,17,2,0,0,0,0,0,0,0,2124
et1540,6,5,1,0,0,0,0,0,0,0,2125
et1541,37,24,12,0,1,0,0,0,0,0,2126
et1542,12,10,2,0,0,0,0,0,0,0,2127
et1543,78,49,18,5,2,4,0,0,0,0,2128
et1544,1,1,0,0,0,0,0,0,0,0,2129
et1545,5,4,1,0,0,0,0,0,0,0,2130
et1546,80,48,24,2,2,4,0,0,0,0,2131
et1547,5,5,0,0,0,0,0,0,0,0,2132
et1548,12,11,1,0,0,0,0,0,0,0,2133
et1549,33,12,12,4,2,2,0,1,0,0,2134
et1550,33,19,10,1,2,0,0,1,0,0,2135
et1551,5,2,3,0,0,0,0,0,0,0,2136
et1552,4,3,1,0,0,0,0,0,0,0,2137
et1553,5,4,1,0,0,0,0,0,0,0,2138
et1554,12,8,4,0,0,0,0,0,0,0,2139
et1555,11,9,1,0,0,1,0,0,0,0,2140
et1556,107,61,31,4,4,5,1,1,0,0,2141
et1557,6,4,2,0,0,0,0,0,0,0,2142
et1558,16,7,5,3,1,0,0,0,0,0,2143
et1559,2,2,0,0,0,0,0,0,0,0,2144
et1560,12,8,4,0,0,0,0,0,0,0,2145
et1561,6,4,2,0,0,0,0,0,0,0,2146
et1562,2,2,0,0,0,0,0,0,0,0,2147
et1563,7,6,0,1,0,0,0,0,0,0,2148
et1564,2,2,0,0,0,0,0,0,0,0,2149
et1565,1,1,0,0,0,0,0,0,0,0,2150
et1566,7,7,0,0,0,0,0,0,0,0,2151
et1567,2,1,1,0,0,0,0,0,0,0,2152
et1568,12,9,3,0,0,0,0,0,0,0,2153
et1569,6,3,1,0,1,0,1,0,0,0,2154
et1570,9,8,1,0,0,0,0,0,0,0,2155
et1571,5,5,0,0,0,0,0,0,0,0,2156
et1572,104,33,38,13,8,9,1,1,1,0,2157
et1573,21,14,2,1,1,1,0,1,1,0,2158
et1574,8,6,2,0,0,0,0,0,0,0,2159
et1575,25,18,6,1,0,0,0,0,0,0,2160
et1576,7,4,3,0,0,0,0,0,0,0,2161
et1577,12,9,2,1,0,0,0,0,0,0,2162
et1578,153,96,40,5,10,0,2,0,0,0,2163
et1579,9,9,0,0,0,0,0,0,0,0,2164
et1580,50,30,13,4,1,0,0,2,0,0,2165
et1581,7,7,0,0,0,0,0,0,0,0,2166
et1582,21,17,3,0,1,0,0,0,0,0,2167
et1583,956,521,299,61,41,18,8,5,3,0,2168
et1584,5,4,1,0,0,0,0,0,0,0,2169
et1585,2,2,0,0,0,0,0,0,0,0,2170
et1586,3,3,0,0,0,0,0,0,0,0,2171
et1587,4,2,2,0,0,0,0,0,0,0,2172
et1588,706,392,201,61,30,11,7,2,2,0,2173
et1589,31,24,4,1,0,2,0,0,0,0,2174
et1590,0,0,0,0,0,0,0,0,0,0,2175
et1591,4,4,0,0,0,0,0,0,0,0,2176
et1592,6,4,2,0,0,0,0,0,0,0,2177
et1593,3,2,1,0,0,0,0,0,0,0,2178
et1594,13,12,1,0,0,0,0,0,0,0,2179
et1595,10,8,1,1,0,0,0,0,0,0,2180
et1596,2,1,1,0,0,0,0,0,0,0,2181
et1597,0,0,0,0,0,0,0,0,0,0,2182
et1598,8,8,0,0,0,0,0,0,0,0,2183
et1599,8,6,1,1,0,0,0,0,0,0,2184
et1600,13,9,3,1,0,0,0,0,0,0,2185
et1601,59,43,11,2,1,0,2,0,0,0,2186
et1602,31,18,3,1,4,2,1,1,1,0,2187
et1603,1,0,0,0,1,0,0,0,0,0,2188
et1604,15,11,4,0,0,0,0,0,0,0,2189
et1605,21,17,3,0,1,0,0,0,0,0,2190
et1606,27,16,8,0,2,1,0,0,0,0,2191
et1607,12,11,1,0,0,0,0,0,0,0,2192
et1608,4,4,0,0,0,0,0,0,0,0,2193
et1609,4,4,0,0,0,0,0,0,0,0,2194
et1610,42,22,14,1,2,2,1,0,0,0,2195
et1611,16,10,3,1,1,1,0,0,0,0,2196
et1612,15,8,4,0,1,1,1,0,0,0,2197
et1613,6,4,2,0,0,0,0,0,0,0,2198
et1614,13,12,1,0,0,0,0,0,0,0,2199
et1615,8,5,3,0,0,0,0,0,0,0,2200
et1616,17,11,4,0,1,0,1,0,0,0,2201
et1617,54,44,9,1,0,0,0,0,0,0,2203
et1618,2,2,0,0,0,0,0,0,0,0,2204
et1619,2,2,0,0,0,0,0,0,0,0,2205
et1620,3,2,1,0,0,0,0,0,0,0,2206
et1621,2,2,0,0,0,0,0,0,0,0,2207
et1622,5,3,2,0,0,0,0,0,0,0,2208
et1623,43,28,14,0,1,0,0,0,0,0,2209
et1624,8,6,1,0,1,0,0,0,0,0,2210
et1625,15,10,3,1,1,0,0,0,0,0,2211
et1626,38,15,12,2,4,2,3,0,0,0,2212
et1627,6,5,1,0,0,0,0,0,0,0,2213
et1628,0,0,0,0,0,0,0,0,0,0,2214
et1629,26,14,11,0,0,0,1,0,0,0,2215
et1630,6,4,2,0,0,0,0,0,0,0,2216
et1631,53,32,14,5,0,1,1,0,0,0,2217
et1632,24,12,9,0,2,1,0,0,0,0,2218
et1633,3,3,0,0,0,0,0,0,0,0,2219
et1634,23,21,2,0,0,0,0,0,0,0,2220
et1635,3,2,1,0,0,0,0,0,0,0,2221
et1636,4,3,1,0,0,0,0,0,0,0,2222
et1637,9,8,1,0,0,0,0,0,0,0,2223
et1638,11,6,3,0,0,2,0,0,0,0,2224
et1639,2,2,0,0,0,0,0,0,0,0,2225
et1640,44,28,12,1,1,0,1,1,0,0,2226
et1641,5,5,0,0,0,0,0,0,0,0,2227
et1642,12,7,2,1,0,2,0,0,0,0,2228
et1643,3,3,0,0,0,0,0,0,0,0,2229
et1644,9,6,1,1,1,0,0,0,0,0,2230
et1645,17,12,5,0,0,0,0,0,0,0,2231
et1646,11,8,2,0,0,1,0,0,0,0,2232
et1647,6,5,0,0,0,1,0,0,0,0,2233
et1648,3,2,1,0,0,0,0,0,0,0,2234
et1649,5,4,1,0,0,0,0,0,0,0,2235
et1650,12,8,4,0,0,0,0,0,0,0,2236
et1651,71,43,21,3,2,2,0,0,0,0,2237
et1652,59,40,13,2,3,1,0,0,0,0,2238
et1653,41,26,11,1,2,0,0,1,0,0,2239
et1654,6,6,0,0,0,0,0,0,0,0,2240
et1655,5,3,1,0,0,1,0,0,0,0,2241
et1656,15,14,1,0,0,0,0,0,0,0,2242
et1657,143,81,38,8,6,6,3,1,0,0,2243
et1658,5,4,1,0,0,0,0,0,0,0,2244
et1659,61,50,9,0,0,0,1,1,0,0,2245
et1660,13,12,0,1,0,0,0,0,0,0,2246
et1661,2,2,0,0,0,0,0,0,0,0,2248
et1662,7,6,1,0,0,0,0,0,0,0,2249
et1663,2,1,0,1,0,0,0,0,0,0,2250
et1664,3,3,0,0,0,0,0,0,0,0,2251
et1665,2,2,0,0,0,0,0,0,0,0,2252
et1666,4,3,1,0,0,0,0,0,0,0,2253
et1667,4,3,1,0,0,0,0,0,0,0,2254
et1668,2,2,0,0,0,0,0,0,0,0,2255
et1669,5,4,1,0,0,0,0,0,0,0,2256
et1670,22,16,5,1,0,0,0,0,0,0,2257
et1671,18,12,3,2,1,0,0,0,0,0,2258
et1672,11,9,2,0,0,0,0,0,0,0,2259
et1673,14,12,2,0,0,0,0,0,0,0,2260
et1674,8,6,1,0,1,0,0,0,0,0,2261
et1675,11,9,2,0,0,0,0,0,0,0,2262
et1676,2,2,0,0,0,0,0,0,0,0,2263
et1677,40,31,8,0,1,0,0,0,0,0,2264
et1678,1,1,0,0,0,0,0,0,0,0,2265
et1679,2,2,0,0,0,0,0,0,0,0,2266
et1680,11,10,1,0,0,0,0,0,0,0,2267
et1681,26,20,6,0,0,0,0,0,0,0,2268
et1682,0,0,0,0,0,0,0,0,0,0,2269
et1683,5,4,0,0,1,0,0,0,0,0,2270
et1684,0,0,0,0,0,0,0,0,0,0,2271
et1685,4,3,1,0,0,0,0,0,0,0,2272
et1686,5,3,1,0,1,0,0,0,0,0,2273
et1687,11,9,2,0,0,0,0,0,0,0,2274
et1688,9,8,0,0,0,0,0,1,0,0,2275
et1689,4,4,0,0,0,0,0,0,0,0,2276
et1690,7,6,1,0,0,0,0,0,0,0,2277
et1691,2,2,0,0,0,0,0,0,0,0,2278
et1692,35,19,7,2,2,3,1,0,1,0,2279
et1693,19,18,1,0,0,0,0,0,0,0,2280
et1694,17,13,4,0,0,0,0,0,0,0,2281
et1695,10,8,1,0,0,1,0,0,0,0,2282
et1696,6,4,2,0,0,0,0,0,0,0,2283
et1697,1,1,0,0,0,0,0,0,0,0,2284
et1698,19,16,2,0,1,0,0,0,0,0,2286
et1699,44,28,8,3,3,1,1,0,0,0,2287
et1700,8,5,2,0,1,0,0,0,0,0,2288
et1701,8,8,0,0,0,0,0,0,0,0,2289
et1702,89,56,25,4,3,0,0,1,0,0,2290
et1703,8,5,2,0,1,0,0,0,0,0,2291
et1704,52,29,13,7,3,0,0,0,0,0,2292
et1705,10,9,1,0,0,0,0,0,0,0,2293
et1706,8,3,0,1,1,2,0,1,0,0,2294
et1707,40,27,9,1,2,1,0,0,0,0,2295
et1708,41,26,8,3,2,1,1,0,0,0,2296
et1709,3,3,0,0,0,0,0,0,0,0,2297
et1710,50,33,14,1,1,1,0,0,0,0,2298
et1711,2,1,0,0,0,0,0,1,0,0,2299
et1712,10,6,3,1,0,0,0,0,0,0,2301
et1713,12,6,6,0,0,0,0,0,0,0,2302
et1714,109,25,49,18,8,6,2,0,1,0,2303
et1715,174,108,48,8,5,5,0,0,0,0,2304
et1716,188,118,48,10,6,3,1,2,0,0,2305
et1717,18,16,2,0,0,0,0,0,0,0,2306
et1718,106,71,26,2,4,1,2,0,0,0,2307
et1719,14,14,0,0,0,0,0,0,0,0,2308
et1720,18,15,3,0,0,0,0,0,0,0,2309
et1721,13,9,4,0,0,0,0,0,0,0,2310
et1722,3,2,0,1,0,0,0,0,0,0,2311
et1723,35,24,8,1,0,2,0,0,0,0,2312
et1724,12,8,2,2,0,0,0,0,0,0,2313
et1725,56,38,12,4,1,1,0,0,0,0,2315
et1726,9,4,3,1,1,0,0,0,0,0,2316
et1727,4,2,2,0,0,0,0,0,0,0,2317
et1728,45,31,13,0,0,0,1,0,0,0,2318
et1729,12,9,3,0,0,0,0,0,0,0,2319
et1730,5,4,1,0,0,0,0,0,0,0,2320
et1731,35,18,12,0,2,1,2,0,0,0,2321
et1732,8,7,1,0,0,0,0,0,0,0,2322
et1733,0,0,0,0,0,0,0,0,0,0,2323
et1734,7,5,2,0,0,0,0,0,0,0,2324
et1735,13,9,2,1,1,0,0,0,0,0,2325
et1736,24,22,1,1,0,0,0,0,0,0,2326
et1737,3,3,0,0,0,0,0,0,0,0,2327
et1738,24,15,6,2,0,1,0,0,0,0,2328
et1739,19,13,2,1,1,2,0,0,0,0,2329
et1740,17,9,8,0,0,0,0,0,0,0,2330
et1741,3,3,0,0,0,0,0,0,0,0,2331
et1742,14,9,4,0,1,0,0,0,0,0,2332
et1743,5,5,0,0,0,0,0,0,0,0,2333
et1744,103,63,22,5,3,6,2,1,0,1,2334
et1745,4,4,0,0,0,0,0,0,0,0,2335
et1746,15,9,5,1,0,0,0,0,0,0,2336
et1747,5,5,0,0,0,0,0,0,0,0,2337
et1748,14,11,2,0,1,0,0,0,0,0,2338
et1749,10,8,1,1,0,0,0,0,0,0,2339
et1750,211,108,48,17,14,14,4,4,2,0,2340
et1751,4,4,0,0,0,0,0,0,0,0,2341
et1752,4,3,1,0,0,0,0,0,0,0,2342
et1753,3,3,0,0,0,0,0,0,0,0,2343
et1754,4,3,1,0,0,0,0,0,0,0,2344
et1755,0,0,0,0,0,0,0,0,0,0,2345
et1756,26,17,4,3,1,1,0,0,0,0,2346
et1757,21,18,1,1,1,0,0,0,0,0,2347
et1758,3,2,1,0,0,0,0,0,0,0,2348
et1759,3,2,1,0,0,0,0,0,0,0,2349
et1760,4,3,1,0,0,0,0,0,0,0,2350
et1761,4,4,0,0,0,0,0,0,0,0,2351
et1762,26,23,3,0,0,0,0,0,0,0,2352
et1763,7,5,2,0,0,0,0,0,0,0,2353
et1764,2,2,0,0,0,0,0,0,0,0,2354
et1765,24,18,4,2,0,0,0,0,0,0,2355
et1766,9,5,1,1,1,1,0,0,0,0,2356
et1767,2,1,1,0,0,0,0,0,0,0,2357
et1768,7,7,0,0,0,0,0,0,0,0,2358
et1769,22,18,1,0,3,0,0,0,0,0,2359
et1770,107,57,34,6,4,5,0,1,0,0,2360
et1771,284,154,82,17,14,11,5,0,1,0,2361
et1772,8,6,2,0,0,0,0,0,0,0,2362
et1773,21,14,3,3,0,1,0,0,0,0,2363
et1774,10,7,3,0,0,0,0,0,0,0,2364
et1775,4,2,1,0,0,1,0,0,0,0,2366
et1776,1,1,0,0,0,0,0,0,0,0,2367
et1777,18,14,3,1,0,0,0,0,0,0,2368
et1778,4,3,1,0,0,0,0,0,0,0,2369
et1779,9,4,5,0,0,0,0,0,0,0,2370
et1780,36,18,10,4,2,2,0,0,0,0,2371
et1781,24,17,3,0,3,1,0,0,0,0,2372
et1782,10,7,1,1,0,0,1,0,0,0,2373
et1783,21,18,2,0,1,0,0,0,0,0,2374
et1784,7,6,0,0,0,1,0,0,0,0,2375
et1785,4,4,0,0,0,0,0,0,0,0,2376
et1786,4,3,1,0,0,0,0,0,0,0,2377
et1787,6,6,0,0,0,0,0,0,0,0,2378
et1788,3,3,0,0,0,0,0,0,0,0,2379
et1789,2,2,0,0,0,0,0,0,0,0,2380
et1790,394,206,121,28,19,16,2,1,1,0,2381
et1791,57,34,11,1,6,4,1,0,0,0,2382
et1792,53,43,6,1,2,0,0,1,0,0,2383
et1793,2,2,0,0,0,0,0,0,0,0,2384
et1794,1,1,0,0,0,0,0,0,0,0,2385
et1795,8,7,1,0,0,0,0,0,0,0,2386
et1796,34,19,7,4,2,0,0,0,2,0,2387
et1797,8,4,3,0,1,0,0,0,0,0,2388
et1798,40,29,10,1,0,0,0,0,0,0,2389
et1799,4,3,1,0,0,0,0,0,0,0,2390
et1800,2,2,0,0,0,0,0,0,0,0,2391
et1801,9,8,1,0,0,0,0,0,0,0,2392
et1802,4,3,1,0,0,0,0,0,0,0,2393
et1803,3,3,0,0,0,0,0,0,0,0,2395
et1804,1,1,0,0,0,0,0,0,0,0,2396
et1805,39,21,14,0,3,0,0,1,0,0,2397
et1806,5,4,0,0,1,0,0,0,0,0,2398
et1807,16,11,2,1,1,1,0,0,0,0,2399
et1808,2,0,2,0,0,0,0,0,0,0,2400
et1809,10,7,3,0,0,0,0,0,0,0,2401
et1810,3,3,0,0,0,0,0,0,0,0,2402
et1811,4,3,1,0,0,0,0,0,0,0,2403
et1812,9,8,1,0,0,0,0,0,0,0,2404
et1813,11,8,3,0,0,0,0,0,0,0,2405
et1814,8,7,1,0,0,0,0,0,0,0,2406
et1815,6,3,2,1,0,0,0,0,0,0,2407
et1816,1373,732,433,85,67,37,9,5,5,0,2408
et1817,7,5,2,0,0,0,0,0,0,0,2409
et1818,5,4,1,0,0,0,0,0,0,0,2410
et1819,9,5,4,0,0,0,0,0,0,0,2411
et1820,4,2,2,0,0,0,0,0,0,0,2412
et1821,11,7,3,0,0,1,0,0,0,0,2413
et1822,0,0,0,0,0,0,0,0,0,0,2414
et1823,5,3,2,0,0,0,0,0,0,0,2415
et1824,8,6,2,0,0,0,0,0,0,0,2416
et1825,4,2,2,0,0,0,0,0,0,0,2417
et1826,3,2,1,0,0,0,0,0,0,0,2418
et1827,10,6,3,0,1,0,0,0,0,0,2419
et1828,32,19,12,1,0,0,0,0,0,0,2420
et1829,0,0,0,0,0,0,0,0,0,0,2421
et1830,14,10,4,0,0,0,0,0,0,0,2422
et1831,11,9,1,0,1,0,0,0,0,0,2423
et1832,6,5,1,0,0,0,0,0,0,0,2424
et1833,3,2,1,0,0,0,0,0,0,0,2425
et1834,13,9,2,1,1,0,0,0,0,0,2426
et1835,9,8,1,0,0,0,0,0,0,0,2427
et1836,0,0,0,0,0,0,0,0,0,0,2428
et1837,4,3,1,0,0,0,0,0,0,0,2429
et1838,36,21,13,1,0,0,1,0,0,0,2430
et1839,4,3,1,0,0,0,0,0,0,0,2431
et1840,10,9,1,0,0,0,0,0,0,0,2432
et1841,19,12,5,0,0,2,0,0,0,0,2433
et1842,5,3,2,0,0,0,0,0,0,0,2434
et1843,0,0,0,0,0,0,0,0,0,0,2435
et1844,10,5,3,1,1,0,0,0,0,0,2438
et1845,28,14,9,1,4,0,0,0,0,0,2439
et1846,7,6,0,1,0,0,0,0,0,0,2440
et1847,8,7,0,0,1,0,0,0,0,0,2441
et1848,1,1,0,0,0,0,0,0,0,0,2442
et1849,6,4,1,1,0,0,0,0,0,0,2443
et1850,2,0,2,0,0,0,0,0,0,0,2444
et1851,5,3,2,0,0,0,0,0,0,0,2445
et1852,1,1,0,0,0,0,0,0,0,0,2446
et1853,5,4,1,0,0,0,0,0,0,0,2447
et1854,1,0,1,0,0,0,0,0,0,0,2448
et1855,5,4,1,0,0,0,0,0,0,0,2449
et1856,10,5,4,0,1,0,0,0,0,0,2450
et1857,2,0,1,0,0,1,0,0,0,0,2451
et1858,8,6,1,1,0,0,0,0,0,0,2452
et1859,28,21,5,1,0,1,0,0,0,0,2453
et1860,10,8,2,0,0,0,0,0,0,0,2454
et1861,6,4,2,0,0,0,0,0,0,0,2455
et1862,7,6,1,0,0,0,0,0,0,0,2456
et1863,6,3,1,0,1,0,1,0,0,0,2457
et1864,9,7,1,1,0,0,0,0,0,0,2458
et1865,11,6,4,0,0,1,0,0,0,0,2459
et1866,2,2,0,0,0,0,0,0,0,0,2460
et1867,13,8,4,0,1,0,0,0,0,0,2461
et1868,7,7,0,0,0,0,0,0,0,0,2462
et1869,2,1,1,0,0,0,0,0,0,0,2463
et1870,21,11,4,6,0,0,0,0,0,0,2464
et1871,17,16,1,0,0,0,0,0,0,0,2465
et1872,5,4,1,0,0,0,0,0,0,0,2466
et1873,1,0,0,1,0,0,0,0,0,0,2467
et1874,119,62,36,7,7,4,1,1,1,0,2468
et1875,21,14,7,0,0,0,0,0,0,0,2469
et1876,11,8,2,1,0,0,0,0,0,0,2470
et1877,8,7,1,0,0,0,0,0,0,0,2471
et1878,20,16,1,0,1,2,0,0,0,0,2472
et1879,4,3,1,0,0,0,0,0,0,0,2473
et1880,10,9,1,0,0,0,0,0,0,0,2474
et1881,9,8,1,0,0,0,0,0,0,0,2475
et1882,18,11,4,1,1,1,0,0,0,0,2476
et1883,67,42,15,4,2,1,2,1,0,0,2477
et1884,3,2,1,0,0,0,0,0,0,0,2478
et1885,1,1,0,0,0,0,0,0,0,0,2479
et1886,12,11,1,0,0,0,0,0,0,0,2480
et1887,16,12,3,0,0,1,0,0,0,0,2481
et1888,1,1,0,0,0,0,0,0,0,0,2482
et1889,21,15,5,1,0,0,0,0,0,0,2483
et1890,12,8,4,0,0,0,0,0,0,0,2484
et1891,5,4,0,0,0,1,0,0,0,0,2485
et1892,4,4,0,0,0,0,0,0,0,0,2486
et1893,13,7,6,0,0,0,0,0,0,0,2487
et1894,2,2,0,0,0,0,0,0,0,0,2488
et1895,15,11,3,1,0,0,0,0,0,0,2489
et1896,7,5,2,0,0,0,0,0,0,0,2490
et1897,15,11,4,0,0,0,0,0,0,0,2491
et1898,9,7,2,0,0,0,0,0,0,0,2492
et1899,5,3,1,0,1,0,0,0,0,0,2493
et1900,7,5,2,0,0,0,0,0,0,0,2494
et1901,27,19,7,0,0,1,0,0,0,0,2495
et1902,1,1,0,0,0,0,0,0,0,0,2496
et1903,33,24,7,0,2,0,0,0,0,0,2497
et1904,32,25,6,1,0,0,0,0,0,0,2498
et1905,6,6,0,0,0,0,0,0,0,0,2499
et1906,21,17,4,0,0,0,0,0,0,0,2500
et1907,0,0,0,0,0,0,0,0,0,0,2501
et1908,98,55,27,5,5,3,2,1,0,0,2502
et1909,19,12,7,0,0,0,0,0,0,0,2503
et1910,34,25,6,2,0,0,1,0,0,0,2504
et1911,10,7,1,2,0,0,0,0,0,0,2505
et1912,12,10,2,0,0,0,0,0,0,0,2506
et1913,3,1,0,0,0,1,1,0,0,0,2507
et1914,8,6,2,0,0,0,0,0,0,0,2508
et1915,12,9,1,1,0,1,0,0,0,0,2509
et1916,3,2,1,0,0,0,0,0,0,0,2510
et1917,5,3,0,2,0,0,0,0,0,0,2511
et1918,5,3,2,0,0,0,0,0,0,0,2512
et1919,3,0,3,0,0,0,0,0,0,0,2513
et1920,36,23,10,0,0,0,1,1,1,0,2514
et1921,1,1,0,0,0,0,0,0,0,0,2515
et1922,1,1,0,0,0,0,0,0,0,0,2516
et1923,7,7,0,0,0,0,0,0,0,0,2517
et1924,11,11,0,0,0,0,0,0,0,0,2518
et1925,6,6,0,0,0,0,0,0,0,0,2519
et1926,21,11,8,0,0,1,1,0,0,0,2520
et1927,77,55,16,4,1,1,0,0,0,0,2521
et1928,3,2,1,0,0,0,0,0,0,0,2522
et1929,3,3,0,0,0,0,0,0,0,0,2523
et1930,22,15,6,0,1,0,0,0,0,0,2524
et1931,37,17,7,3,1,5,1,2,1,0,2525
et1932,0,0,0,0,0,0,0,0,0,0,2526
et1933,16,11,3,2,0,0,0,0,0,0,2527
et1934,10,8,2,0,0,0,0,0,0,0,2528
et1935,3,2,1,0,0,0,0,0,0,0,2529
et1936,4,4,0,0,0,0,0,0,0,0,2530
et1937,3,3,0,0,0,0,0,0,0,0,2531
et1938,38,25,10,2,0,1,0,0,0,0,2532
et1939,3,3,0,0,0,0,0,0,0,0,2533
et1940,3,3,0,0,0,0,0,0,0,0,2534
et1941,4,3,1,0,0,0,0,0,0,0,2535
et1942,0,0,0,0,0,0,0,0,0,0,2536
et1943,10,9,1,0,0,0,0,0,0,0,2537
et1944,2,0,1,1,0,0,0,0,0,0,2538
et1945,23,23,0,0,0,0,0,0,0,0,2539
et1946,29,27,1,0,1,0,0,0,0,0,2540
et1947,17,10,6,0,1,0,0,0,0,0,2541
et1948,1,1,0,0,0,0,0,0,0,0,2542
et1949,97,61,28,3,2,3,0,0,0,0,2543
et1950,13,7,5,1,0,0,0,0,0,0,2544
et1951,10,8,0,0,1,1,0,0,0,0,2545
et1952,5,5,0,0,0,0,0,0,0,0,2546
et1953,1,0,0,1,0,0,0,0,0,0,2547
et1954,15,9,4,0,2,0,0,0,0,0,2548
et1955,43,28,9,0,4,1,1,0,0,0,2549
et1956,8,8,0,0,0,0,0,0,0,0,2550
et1957,5,4,1,0,0,0,0,0,0,0,2551
et1958,6,4,2,0,0,0,0,0,0,0,2552
et1959,13,10,2,0,1,0,0,0,0,0,2553
et1960,31,23,6,0,2,0,0,0,0,0,2554
et1961,69,50,13,2,2,1,1,0,0,0,2555
et1962,2,2,0,0,0,0,0,0,0,0,2556
et1963,5,4,1,0,0,0,0,0,0,0,2557
et1964,123,74,36,6,2,2,1,1,1,0,2558
et1965,14,7,7,0,0,0,0,0,0,0,2559
et1966,7,4,2,0,1,0,0,0,0,0,2560
et1967,9,6,2,0,1,0,0,0,0,0,2561
et1968,1,1,0,0,0,0,0,0,0,0,2562
et1969,5,4,1,0,0,0,0,0,0,0,2563
et1970,9,7,1,0,0,0,0,1,0,0,2564
et1971,10,8,2,0,0,0,0,0,0,0,2565
et1972,31,23,7,0,1,0,0,0,0,0,2566
et1973,9,7,2,0,0,0,0,0,0,0,2567
et1974,8,7,1,0,0,0,0,0,0,0,2568
et1975,7,6,1,0,0,0,0,0,0,0,2569
et1976,5,5,0,0,0,0,0,0,0,0,2570
et1977,18,14,3,1,0,0,0,0,0,0,2571
et1978,13,10,3,0,0,0,0,0,0,0,2572
et1979,4,3,1,0,0,0,0,0,0,0,2573
et1980,49,36,7,1,1,2,1,1,0,0,2574
et1981,97,66,23,3,2,2,0,0,1,0,2575
et1982,11,9,1,1,0,0,0,0,0,0,2576
et1983,4,2,2,0,0,0,0,0,0,0,2577
et1984,1,1,0,0,0,0,0,0,0,0,2578
et1985,3,2,1,0,0,0,0,0,0,0,2579
et1986,58,47,7,1,2,1,0,0,0,0,2580
et1987,9,9,0,0,0,0,0,0,0,0,2581
et1988,4,3,1,0,0,0,0,0,0,0,2582
et1989,2,2,0,0,0,0,0,0,0,0,2583
et1990,2,2,0,0,0,0,0,0,0,0,2584
et1991,10,7,3,0,0,0,0,0,0,0,2585
et1992,5,5,0,0,0,0,0,0,0,0,2586
et1993,7,6,1,0,0,0,0,0,0,0,2587
et1994,2,2,0,0,0,0,0,0,0,0,2588
et1995,9,7,2,0,0,0,0,0,0,0,2589
et1996,7,7,0,0,0,0,0,0,0,0,2590
et1997,3,3,0,0,0,0,0,0,0,0,2591
et1998,6,5,1,0,0,0,0,0,0,0,2592
et1999,24,19,3,2,0,0,0,0,0,0,2593
et2000,8,7,1,0,0,0,0,0,0,0,2594
et2001,8,4,2,2,0,0,0,0,0,0,2595
et2002,23,19,4,0,0,0,0,0,0,0,2596
et2003,10,9,1,0,0,0,0,0,0,0,2597
et2004,24,16,6,2,0,0,0,0,0,0,2598
et2005,12,12,0,0,0,0,0,0,0,0,2599
et2006,17,13,4,0,0,0,0,0,0,0,2600
et2007,9,8,1,0,0,0,0,0,0,0,2601
et2008,66,43,12,3,4,2,2,0,0,0,2602
et2009,3,2,1,0,0,0,0,0,0,0,2604
et2010,7,4,3,0,0,0,0,0,0,0,2605
et2011,3,3,0,0,0,0,0,0,0,0,2606
et2012,15,4,4,2,3,0,2,0,0,0,2607
et2013,15,9,6,0,0,0,0,0,0,0,2608
et2014,1,1,0,0,0,0,0,0,0,0,2609
et2015,22,14,4,1,3,0,0,0,0,0,2610
et2016,7,5,2,0,0,0,0,0,0,0,2612
et2017,17,12,4,1,0,0,0,0,0,0,2613
et2018,5,5,0,0,0,0,0,0,0,0,2614
et2019,10,9,1,0,0,0,0,0,0,0,2615
et2020,5,3,1,1,0,0,0,0,0,0,2616
et2021,12,10,1,0,0,0,0,0,1,0,2617
